10116,12908
5589,13346
12450,13201
6811,12674
1559,4116
2235,4872
2918,9484
470,10821
1714,6872
3625,12876
9272,10433
5694,9251
1585,2538
5180,10538
1010,12032
8941,13237
1355,1885
4491,7743
3582,6618
3728,10307
100,8885
6756,13019
3010,8210
5912,11890
1744,13420
3009,4383
3870,11382
3915,7159
4881,10272
1487,3907
2601,8266
4912,9251
1559,4920
8825,9868
1606,2976
1264,3475
5443,8210
4062,6820
8003,8885
1330,1743
7661,12956
5723,9890
1787,4528
4187,5085
6589,9131
10136,10655
11538,12550
4612,10058
343,2121
1307,7957
1142,9131
4817,5110
2587,2621
1772,7597
2866,12427
6884,12622
5198,12999
701,7501
6424,10591
2524,12363
10581,11208
1053,1261
4638,8283
5549,10356
10004,11526
12633,12888
4352,13145
5703,9707
11514,13276
1613,1832
1248,12336
12027,12227
1263,4528
1627,11465
1991,13179
2320,5370
4009,4718
147,13251
10344,13732
2207,4165
4059,5644
1347,8023
10602,12956
6847,10307
4841,8140
5795,10610
3430,4170
989,9241
7821,8343
5014,13358
9500,11759
792,9932
1539,7154
8910,13566
1168,3080
7971,8266
1145,5424
207,3538
2027,8376
4438,10308
4211,9051
2234,2702
140,6820
846,13264
5311,9911
8349,10703
3045,4943
4241,9915
3629,7293
1118,2909
10548,10790
4809,8807
6104,9566
8158,13319
5703,7589
9909,10726
2980,13168
1732,12651
4249,11664
4751,9915
7876,10582
8102,10297
4089,12821
4953,11011
5633,12210
1565,5869
10248,13137
737,3733
6935,9606
3913,12799
1431,12992
3495,7901
4699,9055
3041,5698
3348,9976
8526,13017
3919,7423
646,8856
4832,8626
4937,10522
6523,13745
262,11369
1106,2599
1473,4575
9203,10603
3918,12123
1047,5828
155,5397
4967,9508
1333,5511
11857,12681
2042,10649
766,1977
1452,13045
1253,4276
9781,13573
5422,13278
3540,11306
4420,13745
6789,8272
2559,5370
1186,7742
2421,13595
3518,12901
13160,13179
4579,11712
8605,12888
714,2121
3084,11231
9580,11924
1198,1523
3387,6104
12,12643
8610,13382
931,2927
3505,11176
6289,8543
7599,9271
1985,2365
4313,10150
2260,5275
1811,6551
5552,7163
3278,5364
2619,6575
5870,5983
3236,8068
6747,11730
1577,12888
606,13242
637,1871
3275,3867
4823,10276
6807,12442
8546,13338
177,5392
3522,10538
6911,7742
4242,10794
6293,6368
979,13465
5441,11154
7186,10103
4387,8942
1083,6460
10310,12093
1189,6704
1198,2458
1479,4698
4485,12301
11047,11118
5216,6666
1544,8140
5392,8262
299,7396
9121,9975
41,12368
10997,13465
2358,10335
1116,7515
1737,12867
8666,12550
11172,13346
1198,6206
5799,12888
4048,13261
2396,5250
10853,13055
1790,12956
719,6497
7097,13241
4998,13745
6026,7515
5574,9039
4998,6258
1252,5040
13442,13695
4937,8908
1048,2096
4201,8621
4065,8938
3000,4528
1278,6950
5235,8493
5515,11252
6741,13124
797,872
4879,13442
7108,7522
11157,13635
9446,12566
2006,11162
1592,8210
4181,4342
965,12443
4986,8098
3265,13521
11172,13498
7825,8201
6225,13054
4618,6330
1269,1524
1979,10069
442,12378
7206,13732
2156,6688
5845,6404
6949,13346
2796,13521
2491,4383
1116,9968
1159,11074
2555,6134
846,6178
3631,6910
2956,10610
8397,12831
5088,11316
4030,7164
372,3168
2241,2316
2507,9251
8843,9765
11107,12401
7031,7234
8003,8950
952,11766
2545,2818
5368,6910
9143,11892
5065,8689
815,3798
9250,12852
4711,5588
3147,7648
11739,12025
6911,12597
5766,13616
2316,4075
240,12888
2754,11204
9306,11762
7051,11925
5515,13059
2845,8002
5942,10827
8888,11613
5492,11130
10285,12446
6205,11700
1006,9403
10591,11966
843,13590
6947,8357
3580,4794
4250,7098
4531,10682
8952,10490
2060,12151
5780,7168
5596,11488
9001,12177
354,6769
4410,8447
2325,3810
5314,9027
2201,7562
375,11664
625,9713
10267,12079
9096,12888
1896,11711
5224,8140
1133,2300
3936,6192
6627,9962
184,3067
5486,10395
3145,5903
7098,9116
5986,12819
5471,11218
4062,8662
4881,8155
1243,9940
7002,13027
1310,3696
4158,10471
1126,1418
5293,5842
1871,5983
1548,7599
6713,9321
4438,5063
964,4063
6939,9039
6292,13661
3980,9829
3941,7537
4874,6244
11933,13671
4427,10603
1337,4580
5457,6352
8964,12353
2780,8279
9248,11390
10489,13529
719,12980
6945,11641
2728,13036
7164,12852
5041,9010
89,5715
7708,10650
3939,5085
2087,2672
12673,13046
2688,3222
8032,8140
8010,8690
3697,8140
5066,8788
5681,5917
5443,9039
1587,6293
2274,12025
9153,9342
3387,12550
3355,12744
3186,12769
9070,11023
1100,1979
7971,9017
820,13124
9101,11533
5303,11694
6782,6891
1056,1589
9294,9357
9034,13684
3412,8990
7380,8727
10626,12482
5465,8231
8728,12415
385,9461
10182,12884
9166,13441
5681,6551
4571,9890
2154,7189
524,10251
3903,10570
1150,1622
994,7605
4273,9183
675,11320
12554,13685
7241,8184
9373,10890
8761,12097
7763,11610
899,6309
1817,3162
2497,11088
8778,13338
12484,13521
2251,5032
410,5471
7550,12787
4388,5799
5179,10349
1722,12481
7570,9251
1879,7742
5864,8874
4558,5620
8265,12220
537,2532
11860,12888
11310,13573
3359,8759
1224,12432
8897,13321
236,4676
8290,11136
7909,8217
2460,5471
4728,10942
6816,13514
8824,11276
7654,10826
10084,10480
2226,8210
28,4528
596,2571
2954,4794
1350,12500
1637,5401
5615,12775
572,10173
1730,9646
293,9116
815,2593
11405,13442
7431,11446
586,13651
12511,13498
2124,10344
874,12030
2304,3220
3945,12389
4093,10610
463,10082
3323,5710
2046,7007
4184,9272
9887,10989
4554,7208
749,4538
898,8385
4980,5275
857,1886
2764,11966
10822,11804
4210,9915
947,6016
618,2280
1357,2672
3157,7472
5849,8210
2308,4170
792,10749
6037,9654
4319,12258
150,4101
436,11481
11730,13245
3048,4780
6866,9489
5023,9780
3957,7606
11138,11812
4968,6876
1532,8580
639,4528
9233,11046
1723,6338
5293,8249
7518,9460
8497,10577
2814,5089
840,4528
9256,9701
11420,12576
2308,12167
278,12452
3178,8140
5244,13695
1863,6682
1898,12342
242,6180
4475,5407
7340,12760
8734,10343
7371,12888
2852,5422
4550,12842
4284,9772
5077,11424
3654,8990
4707,7713
9170,11087
10291,10779
166,10142
4274,12929
12346,12899
3721,10360
1954,7345
8101,13597
690,13017
590,2909
456,11498
3391,4477
2236,12337
5882,6543
2938,8934
5650,8228
6881,11098
5297,10409
2244,5513
6197,6914
7484,9561
5330,9271
1936,4932
10416,12352
9298,12888
10730,12597
11496,12202
49,2759
1173,4715
5529,10037
931,8843
10199,12151
7623,9333
3543,5184
7044,9384
8708,12717
1094,3796
1043,1683
4081,8580
1749,7067
6946,9940
1610,11282
860,3936
10720,12428
3044,11809
11335,13123
6865,9319
4872,7920
5729,5932
5230,6769
5772,9757
1118,8210
2558,3222
5193,11087
9264,11247
4924,7087
1177,7571
5392,10318
2393,8366
3125,7939
1962,4710
1142,3037
1981,8140
671,8576
10111,11308
760,13313
8798,12435
1782,9271
395,10112
2659,12296
1958,10032
995,8809
10713,12218
5671,8091
598,4798
8725,11320
3146,3351
332,6338
2299,11376
3770,4938
4660,10645
6922,8047
64,13517
3968,8299
60,6654
3931,10502
1834,3257
2788,10882
7697,12550
1816,9667
3987,9342
3619,6744
1325,12244
1454,8140
1808,2996
6499,7960
4952,12892
6575,12980
11552,12888
2500,6523
9986,12491
9327,11942
7661,8140
3630,9771
5788,11664
1048,8718
9606,12956
4944,5488
8020,9987
2602,11308
426,13477
10731,13160
9291,11337
7766,11308
2165,11213
2884,7245
989,1182
6152,12653
8470,11983
5510,7235
3919,8140
10410,12980
674,2055
4129,7648
703,1754
5636,8251
4297,9251
9853,10863
8383,13428
2861,12262
4189,7788
5428,8091
689,4498
12150,12283
6487,12432
6217,8210
5244,9271
8615,11849
10623,12888
3146,12577
1753,3517
10758,12475
9496,12443
10438,10492
9704,12432
10510,12980
3507,7628
10959,11526
4965,5343
3680,9772
3488,4200
2044,10557
4821,6860
331,1189
1579,13723
8014,13420
5897,13591
1523,3313
1782,5598
2482,4342
2133,9671
12282,12550
1079,11175
11185,12368
93,2702
10369,13297
3144,11115
2184,2409
5956,6787
5096,8100
4042,8214
2613,4528
9812,12044
7294,12892
6716,12941
9376,10891
6678,8140
6609,8210
9132,10403
3330,12176
3868,12033
4054,8938
7071,7958
674,7742
11046,13531
89,13435
2545,8874
4101,7900
2638,10926
72,512
12093,12615
1023,4388
4154,10006
3667,8210
2218,11675
1700,2323
4793,5356
1337,13256
2546,10293
4192,11498
5275,9616
4924,10748
9671,13511
2482,4300
1991,3067
10262,12999
6052,10004
2204,4263
4613,10070
1608,11520
5089,7597
2207,7648
3203,10599
9150,12550
5458,11520
4505,10084
10232,12368
9338,11391
1226,9765
2867,13428
4134,6673
9646,11538
4303,5601
4215,7527
1829,6119
9635,13331
1264,12900
3375,11674
92,6697
651,4528
455,9251
7136,8299
5395,12475
4352,5734
2310,5574
942,5780
4021,9853
4048,9957
94,11304
7723,9373
5806,12888
2430,2702
4044,5144
3530,4135
4926,8158
1501,5730
8176,12277
8100,10556
3968,9829
3348,12744
3008,7802
887,8105
3447,9251
989,12210
6082,6242
6064,12283
4298,10557
5163,8140
234,8164
5373,10748
3535,10095
3893,7691
3110,11328
4033,4443
586,13701
4920,5364
3631,6294
7121,8266
3922,13521
6394,6671
1308,12806
6199,8887
2688,9665
6372,8140
7231,12886
3622,12550
3253,10352
1206,3495
6861,7515
2710,3366
9873,10760
637,3098
7245,12717
9558,12888
2317,5670
1486,5285
220,1243
3046,11154
4214,13040
309,1486
2766,4383
10894,13590
3585,9716
9005,12854
3086,12055
4203,7331
1494,13732
1606,10084
4855,12717
9133,9449
2740,13743
1381,9915
1687,5088
7455,10599
6620,8170
8702,11341
4019,6152
1392,5698
8296,12185
9561,12888
3231,5734
3275,9873
4375,13723
2352,4774
7794,8841
2924,8178
9817,12475
205,12658
2251,2683
4450,6157
7964,13648
5431,11870
9421,12481
9997,12946
1478,4316
3832,5370
2851,5661
9956,11095
6584,7487
252,10577
2830,4862
10550,12991
9473,10660
2145,4528
8449,9425
5708,12442
5913,7766
1987,12055
9331,9716
4070,4844
1263,7582
4523,11667
6118,10577
2742,3199
10877,12443
941,11866
795,1985
6885,8210
5243,13119
1238,9387
3009,6702
6095,10408
5948,8691
5392,11396
3527,5486
2744,8428
2436,6911
3933,10002
2324,5733
1487,11573
6210,11253
545,1937
3339,13442
9764,12888
9263,11316
3067,6704
11814,13162
2996,13596
156,11198
150,8020
1871,10821
1347,13036
2585,11662
8400,13018
5289,10425
12341,12980
39,6439
1949,2300
4486,5018
10668,12892
8370,8747
3085,8376
1268,1689
7876,8210
651,3067
4158,13179
1799,7367
5752,8457
3999,13736
2212,7506
10567,10770
303,10902
52,10770
3034,3768
2951,7676
970,7515
11586,12717
3751,8210
6429,12368
2704,6302
2923,13636
6647,6867
2848,9271
4246,8140
5368,12684
4401,13573
3628,5688
3834,12554
1678,7796
1799,11740
5340,5572
1753,7069
4465,6590
5177,8504
5634,7198
951,1614
11481,12389
4096,5275
2674,13535
4553,8823
6008,6204
3656,12451
9978,10712
2865,6302
9772,12831
7777,8140
6080,7441
5180,12650
12962,13511
3988,5688
2218,5467
11679,11684
2388,5903
3244,6815
2672,5040
3299,7547
6055,9307
210,9149
9252,11641
3389,7286
11111,13707
1754,3905
4630,8140
5467,12929
