3930,9014
3715,13719
1300,16813
7388,15003
5225,13555
4149,16794
6472,17003
2134,3910
7706,18820
6,4464
6340,10712
3568,15468
2886,16631
5666,7097
14659,15763
9634,11024
8382,13046
3773,12691
8396,18873
8871,17516
12573,16219
3624,6797
951,3384
1565,3540
11335,11816
8283,14314
7665,8855
5618,8018
15722,17933
7766,14941
1282,18902
700,4308
2031,4262
5265,19306
4889,14045
883,19673
7857,9326
16020,18480
3197,12786
3084,7042
4271,11800
480,18841
16494,18190
12531,12623
11372,18233
9455,18743
8773,15851
2343,11450
8069,15981
3918,16885
11432,11455
3441,18929
7553,11363
1425,18739
3531,12517
3738,8382
6362,16208
16954,17814
11051,15726
8923,13577
7533,16596
3524,16685
509,8137
1557,10454
13975,16638
11480,16360
264,1268
11410,14819
4974,5891
1310,3194
1013,14919
8405,8472
11611,15885
10451,18957
8203,13086
4922,8432
8886,19029
13200,16778
337,1244
9873,18849
12194,16500
12979,17924
1052,2459
268,18740
11764,15916
9041,18337
4104,11895
11894,16637
1363,8093
4297,5333
6244,17012
15849,16029
11944,18635
7875,16100
8974,9681
7480,17203
14100,15110
483,14525
4825,18900
7233,18728
7198,17819
10308,15402
5666,12432
10857,16624
963,3279
16514,17164
8576,9729
384,7349
1920,2876
7651,10872
1635,12388
3229,11188
875,1945
6642,13243
1872,3517
15114,16759
185,1402
1125,12924
3969,8034
9587,10475
4696,17019
1202,17972
7974,18986
4678,16321
7286,16322
1847,3574
3983,6790
6633,18218
4527,10737
8998,9203
2857,5369
841,16070
11816,18719
3971,14453
3385,11024
630,18929
11450,12440
9083,13844
2916,6930
10896,12926
9390,19129
650,16322
9173,16546
10649,14333
14045,17798
6181,8296
1841,12563
6669,12348
1318,18373
6245,15834
1119,1205
16229,19145
4811,18900
3756,14270
8677,15698
3165,5839
8384,9043
3922,9060
650,11524
735,5440
11653,18996
11894,18505
370,13908
7370,13632
8895,10521
803,2216
13256,16918
8945,14762
3539,5375
16821,18770
8024,15184
4939,7696
164,6565
41,18572
4601,5511
14218,15087
317,10648
8920,9186
6242,7310
2532,15589
2355,11607
5872,10184
6812,7829
3840,5402
7585,18548
7528,14988
14025,17535
8,3157
13837,18889
805,9777
2390,4929
268,13392
8093,18190
271,8106
2299,8429
9341,17535
14039,16964
3667,12877
4537,15113
9346,12304
15975,17983
347,7496
12080,12788
13709,18452
11456,18412
289,1345
9708,10089
10568,19351
370,586
348,14013
6063,17781
9081,11716
3385,10977
1504,10406
11052,19615
147,15864
3182,16145
6777,8384
7915,13925
435,14737
245,4750
4237,11376
1785,18719
7273,18812
1045,13754
9256,16706
7603,10409
11478,16687
11809,14385
2554,10540
10243,11450
7669,13882
4538,15975
2981,14317
7326,14535
842,7427
4971,7909
9708,14595
2460,11716
9910,12384
1328,8348
2300,17349
12377,18986
336,4967
15998,17565
5203,18488
2027,8106
1086,16125
1564,2708
3984,12726
5212,14070
10796,16958
7516,13594
7210,13295
10872,14750
5596,15377
1564,3337
839,4989
4647,14990
11183,14212
12442,13383
16671,17194
4237,4408
3017,4932
15189,16168
13325,18355
7545,16982
3043,9846
1051,13295
3240,15640
160,14353
2361,16584
1920,19426
6095,9325
9647,12704
7697,9649
6850,15803
1683,2500
6075,12700
957,11060
14104,17947
10558,16521
6104,15952
16945,18897
7056,8579
676,16967
9264,12978
2404,9715
13971,17096
1969,5089
9199,14385
10698,10885
60,17327
7177,8598
12725,18066
5277,7858
5595,18912
1424,8998
1322,18768
5106,5224
7160,13010
5587,19155
1191,15329
12121,15952
5507,11358
18702,19111
5470,7992
2831,18211
11641,16200
11774,14810
10658,14077
1175,18729
7316,13270
7900,9018
11849,15239
1452,4799
1581,17599
645,3781
8382,17205
2115,10379
2185,10037
5666,17821
4411,6324
3485,16128
3364,10103
4535,9186
856,5306
11307,13850
12298,17815
9053,13128
5763,14212
6465,15155
460,15519
13912,17519
8295,8845
8938,14116
2669,4963
16,5079
10069,14426
5810,9222
5242,6280
8221,13786
529,17469
9993,10785
12142,14492
6642,11939
5197,13924
7791,12219
1776,18804
15377,15840
3604,14624
1321,12002
882,1623
8755,12559
10993,11177
6205,18581
6798,8998
18211,18502
2931,9813
524,14026
7243,12829
9113,13787
10409,11446
13882,14603
17687,18623
3187,7653
3242,5365
884,10264
6777,8010
7123,14305
4167,11653
205,11456
6794,7819
4581,11024
11526,15451
3541,12457
1565,18722
14465,14843
2117,6569
2039,10276
6340,12436
1756,11527
1867,5995
15242,16260
7930,8576
1814,17817
3773,16362
11480,17859
9470,11259
5513,18911
13133,15484
685,13088
10441,17590
3187,4188
9519,17100
10375,14729
10247,16890
2117,14317
18351,19689
9390,13484
1456,11734
9471,15356
3793,13185
12618,17590
11168,16291
1271,13940
2366,11009
268,10265
3082,15377
4382,18846
7199,11163
2864,10038
11092,11353
1938,10521
6143,10584
8127,13632
3124,8204
822,4466
4445,8527
6206,18505
4578,6159
9388,12474
1840,17439
1172,12298
4620,7006
7388,8227
2117,10659
657,17088
9014,17988
2608,18694
4073,9390
6201,11894
2695,14862
4654,17419
9584,15019
8396,14342
1683,9741
10304,19054
5597,18440
4402,18897
3929,15438
7148,16462
1651,17194
196,3218
1694,16378
1923,9588
4710,7254
2990,5026
3906,9264
13256,18853
5989,10342
7821,14677
15987,17295
4382,13312
10983,14147
963,9910
4923,17297
2425,8104
6302,11275
903,8985
4067,18232
754,8436
6854,11365
8697,10185
15390,16590
10808,16347
7594,10559
228,2170
8579,16413
9519,14284
4165,14134
1439,13316
2361,5786
8721,18901
443,893
14721,16698
11484,14943
1301,17295
4431,11099
83,1989
483,15024
13597,16853
15155,15296
2150,10123
11259,14862
1296,2999
3713,11894
13853,16569
8239,18498
15498,18898
8583,14216
903,18497
5356,13121
9410,16214
11370,12201
1360,16156
5110,13763
2513,15432
9419,9568
11024,14147
2623,9649
14421,17701
987,14756
2117,15677
1635,5029
4702,7579
3501,12720
4559,13876
18036,18800
14858,15105
1739,6689
8250,12256
4181,12349
3385,11604
6611,11582
2127,8077
3713,8372
1895,3408
